provider,title,description,url,thumbnailUrl,author,price,level,category,score,skills,lectureUpdatedAt,duration,details
udemy,"노코딩, 왕초보도 만드는 무료 홈페이지","코딩없이, 기능제한없는 무료 홈페이지 만드는 법을 배웁니다.",https://www.udemy.com/course/nocodingwebsite/,https://img-c.udemycdn.com/course/240x135/5583016_fb2f.jpg,김지형 M.D.,23000,초급자,웹 개발,0.0,웹 개발,2023/09,2:39,"홈페이지의 기본 구조와 구성, 홈페이지를 만드는 여러 서비스들의 장점과 단점, 구글 사이트 도구를 이용해서 홈페이지를 만드는 방법(간단+제한된 기능), 모든 기능의 복잡한 홈페이지를 무료로 만드는 방법"
udemy,누구나 쉽게 배우는 ChatGPT X 파이썬(Python) 업무자동화(RPA) 스킬,ChatGPT 생성코딩을 활용한 파이썬(Python) 실무 프로젝트로 1일 업무 10분 만에 해결하기,https://www.udemy.com/course/chatgpt_python_rpa/,https://img-c.udemycdn.com/course/240x135/5618462_e6ef_2.jpg,김우현 비현코,29000,초급자,프로그래밍 언어,5.0,Python,2023/11,6:25,"파이썬 코딩을 전혀 모르지만 ChatGPT 생성코딩 기능을 활용하여 코드를 생성하는 방법을 배웁니다., 비개발 사무업무에서 활용할 수 있는 다양한 파이썬 업무자동화 프로그램을 제작할 수 있습니다., 엑셀&PPT&크롤링&파일정리 등 실제 업무에서 활용할 수 있는 다양한 프로그램을 질문만으로 만들어 낼 수 있습니다., 파이썬 기초를 모르는 분도 비개발자의 관점으로 꼼꼼히 알려드려, AI프로그램 제작까지 어려움이 없을정도로 안내합니다., ""이걸 할 수 있다"" 라는 인사이트위주가 아닌, 실제로 질문을 통해서 완벽한 코드를 생성하는 방법을 배웁니다., 파이썬 프로그래밍 뿐만 아니라 VBA 와 같은 다른 코딩언어도 생성하고 활용할 수 있는 방법에 대해서 배웁니다., 크롤링&데이터처리&파일처리&이메일&메신저자동화&AI 등의 개념을 꼼꼼히 알려드려 현업에 응용을 통한 커스터마이징이 가능합니다., 엑셀에 500개문법이 있어도 다 사용하지 않는 것 처럼, 파이썬의 문법 중 업무효율화에 필요한  필수적인 문법을 학습합니다., 단순 코드생성이 아닌, 구동이 되는 코드를 생성형AI를 통해 만들어낼 수 있는 방법을 배웁니다., AI제작을 통한 수치예측 등의 프로그램을 질문만으로 만들어 낼 수 있습니다., 내가 모르는 영역의 기술도 구현할 수 있는 방법을 안내합니다."
udemy,모두를 위한 대규모 언어 모델 LLM Part 1 - Llama 2 Fine-Tuning 해보기,LLM(Large Language Model) 기초 개념부터 고성능 LLM인 Llama 2를 나만의 데이터셋에 파인튜닝(Fine-Tuning)까지!,https://www.udemy.com/course/llm-part-1-llama-2-fine-tuning/,https://img-c.udemycdn.com/course/240x135/5577396_75f8.jpg,AISchool 에이아이스쿨,99000,중급자,데이터 과학,4.9,데이터 과학,2023/10,8:49,"대규모 언어 모델 LLM(Large Language Model)의 기초 개념, Llama 1 모델에 대한 자세한 설명, Llama 2 모델에 대한 자세한 설명, 고성능 LLM인 Llama 2 모델을 내가 원하는 데이터셋에 Fine-Tuning하는 방법, OpenAI API를 이용해서 GPT를 나만의 데이터셋에 Fine-Tuning하는 방법"
udemy,"MySQL 입문, 데이터 분석, 연동, 시각화까지 초단기 마스터 클래스!!","6시간 강의로 MySQL 사용법, 태블로 시각화, Python 연동까지 순식간에 완성!!",https://www.udemy.com/course/modu_sql/,https://img-c.udemycdn.com/course/240x135/5551590_8675_4.jpg,모두의인공지능 ModuAI,23000,초급자,데이터베이스 설계 및 개발,4.0,MySQL,2023/10,5:49,"단 6시간 강의로 MySQL 사용법, 태블로 시각화, NoSQL, Python 연동까지 최고의 효율을 얻으실 수 있습니다., 강의에서 사용하는 데이터, 자료, SQL쿼리문 디지털 파일을 제공합니다., 수강생 만족도 4.7/5.0의 명강의를 온라인으로 편안하게 시청하세요!!, 대학교 현직 강사가 제공하는 전문적인 지식과 노하우를 경쟁력 있는 가격으로 소비하실 수 있습니다."
udemy,【한글자막】 Unreal Engine 5 : 강의 하나로 Niagara VFX 완벽 마스터하기!,Niagara 를 활용하여 Unreal Engine 5 에서 끝내주는 게임용 VFX 를 스텝 바이 스텝으로 구현해보세요!,https://www.udemy.com/course/unreal-engine-5-niagara-vfx-korean/,https://img-c.udemycdn.com/course/240x135/5557998_9a4c_9.jpg,"Vince Petrelli, 웅진씽크빅 글로벌",23000,모든 수준,게임 개발,4.2,언리얼 엔진,2023/10,17:20,"다양한 Niagara 에미터(emitter) 와 렌더러 의 사용법, 다양한 게임용 VFX 를 구현하는 법, VFX 를 위한 다양한 마스터 머티리얼을 생성하는 법, Unreal 에서 바로 노이즈 텍스처 를 굽는 법, 민들레, 비, 폭포 등 다양한 환경 FX 를 구현하는 법, 에너지 타격, 번개 공격, 발사체 등 공격 FX 를 구현하는 법, 커스텀 파티클 동작을 위한 커스텀 모듈을 생성하는 법, 블루프린트로 VFX 동작을 프로그래밍하는 법, 커스텀 Niagara 모듈로 캐릭터 붕괴 효과를 구현하는 법, Niagara 파라미터 / 네임 스페이스 / 함수 / 다이내믹 입력의 기본 개념"
udemy,클린코드 리액트(React),React를 이용하는 초보 개발자들에게 주는 주의사항과 팁 그리고 더 나은 코드와 좋지 못한 코드 그리고 위험하거나 피해야하는 안티 패턴을 숙지합니다.,https://www.udemy.com/course/clean-code-react/,https://img-c.udemycdn.com/course/240x135/5138406_ed49_3.jpg,"Poco Jang, 효성 임",23000,초급자,웹 개발,4.6,React JS,2023/11,2:35,"무의식적으로 활용했던 리액트에 대해 고민하고 생각해보는 시간을 가집니다., 리액트에서의 주요 안티 패턴들을 파악합니다., 어차피 동작하는 리액트 애플리케이션이더라도 조금 더 나은 코드에 대해 알아봅니다., 리액트의 철학과 견해를 해석합니다."
udemy,실전경험 | ChatGPT로 시장조사 웹스크레이핑(크롤링) | 마케팅 맞춤,"시행착오를 통해 고기 잡는 법을 배우는 강의 (네이버 블로그, 네이버 쇼핑, 인스타그램, 메타 광고 라이브러리, 개드립넷 커뮤니티 사이트)",https://www.udemy.com/course/chatgpt_scraping/,https://img-c.udemycdn.com/course/240x135/5588296_9acd_2.jpg,사무직 직장인,23000,초급자,데이터 과학,0.0,ChatGPT,2023/10,1:29,"ChatGPT 활용하는 팁과 오류 대응방안, 네이버 블로그 데이터 가져오는 법, 네이버 쇼핑검색 데이터 가져오는 법, 인스타그램 데이터 가져오는 법, 메타 광고 라이브러리 데이터 가져오는 법, 커뮤니티 사이트(개드립넷) 데이터 가져오는 법"
udemy,"(20% 할인 중)랭체인(LangChain)으로 AI 웹서비스 만들기 with ChatGPT, LLaMA 2","[~11/19 오픈 기념 20% 할인 중!] 인공지능 시인, ChatPDF를 만들며 배우는 실전 수익형 LLM 웹 어플리케이션 만들기",https://www.udemy.com/course/python-langchain/,https://img-c.udemycdn.com/course/240x135/5558682_5626.jpg,조코딩 jocoding,39000,초급자,웹 개발,4.7,LangChain,2023/09,2:43,"랭체인(LangChain) 활용 방법, Vector DB와 Embedding 원리와 활용 방법 (Chroma DB), ChatGPT API 활용 방법, LLaMA 2 활용 방법, 오프라인 환경에서 LLM을 활용하는 방법, Streamlit으로 웹 서비스 만드는 방법, 운영 비용 0원으로 AI 웹서비스 만드는 방법, AI 웹 서비스 수익화 방법"
udemy,"【한글자막】 OpenAI 파이썬 API 부트캠프: AI 와 GPT, 파이썬으로 AI 애플리케이션 개발하기!","프로젝트를 통해 OpenAI 의 강력한 API 로 텍스트와 이미지를 생성하는 인공지능의 힘을 경험, OpenAI 가 제공하는 Python API 활용하기, OpenAI API 를 활용해 파이썬으로 AI 앱 개발하기!",https://www.udemy.com/course/openai-python-api-bootcamp-ai-gpt3-korean/,https://img-c.udemycdn.com/course/240x135/5502232_2049_2.jpg,"Jose Portilla, 웅진씽크빅 글로벌",23000,중급자,데이터 과학,4.3,OpenAI API,2023/09,8:53,"Open API 기초 배우기, API 이용을 위한 OpenAI 계정 만들기, Python으로 OpenAI API 이용해 보기, 10+ 프로젝트를 통해 스타트업 아이디어 떠올리기, 기존 Python 애플리케이션에 OpenAI API를 연동해 AI 기능 활용하기, OpenAI로 텍스트 임베딩해 보기, OpenAI의 GPT 모델 적용하기, DALLE-2 API로 이미지 생성하기, 사용자를 위해 콘텐츠와 이미지 자동 생성하기"
udemy,"의약학,바이오 분야 논문그래프 시리즈-4 :  피라미드 차트",피라미드 차트를 쉽고 편하고 매력적으로 만들기,https://www.udemy.com/course/4-jhasdu/,https://img-c.udemycdn.com/course/240x135/5501802_f168.jpg,김지형 M.D.,23000,초급자,데이터 과학,0.0,데이터 시각화,2023/08,0:32,"데이터의 종류에 어울리는 그래프를 선택하기, 의약학,바이오 분야 그래프 중 가장 흔히 사용되는 것을 잘 만들기, 피라미드 차트를 쉽고 편하고, 매력적으로 만들기, 수준 높은 그래프를 만든 뒤에 논문에 제출하기 좋도록 편집하기"
udemy,프로젝트로 배우는 React.js & Next.js 마스터리 클래스(50% 할인중),[얼리버드 할인 이벤트 진행 중] - 2023년 최신 총 4개의 프로젝트를 거쳐 배워보는 React.js & Next.js,https://www.udemy.com/course/react-next-master/,https://img-c.udemycdn.com/course/240x135/5511440_9f17_2.jpg,winterlood 이정환,99000,초급자,웹 개발,4.8,React JS,2023/09,14:01,"📌 Nodejs 기초 지식부터 Reactjs 입문 및 응용 그리고 Nextjs에 대해 배워봐요, 📚 학습자가 놓치기 쉬운 네트워크, 브라우저 동작 방식 등의 다양한 CS 이론도 함께 살펴봐요, 💡 총 4번의 프로젝트와 함께 단순 사용법만 배우는게 아닌 프로그래밍 사고력도 함께 배워봐요, 🌏 강의가 끝난 후에도 수강생 전용 커뮤니티로 꾸준히 소통하며 함께 성장해요"
udemy,"의약학,바이오 분야 논문그래프 시리즈-1 ( jitter plot, box plot 과 변형들)","매우 흔히 사용되는 dot plot, jitter plot, box plot, violin plot을 쉽게 만들고,  다양하게 응용하는 방법을 배웁니다.",https://www.udemy.com/course/1-jitter-plot-box-plot/,https://img-c.udemycdn.com/course/240x135/5495298_59e2_2.jpg,김지형 M.D.,23000,초급자,데이터 과학,0.0,데이터 시각화,2023/08,0:37,"데이터의 종류에 어울리는 그래프를 선택하기, 의약학,바이오 분야 그래프 중 가장 흔히 사용되는 것을 잘 만들기, dot plot, jitter plot, box plot, violin plot 을 데이터 유형에 따라 다양하게 활용하기, 수준 높은 그래프를 만든 뒤에 논문에 제출하기 좋도록 편집하기"
udemy,"의약학,바이오 분야 논문그래프 시리즈-3 : 산점도의 다양한 변신",기본적인 산점도부터 다양한 변형까지 쉽고 빠르고 매력적으로 만드는 법,https://www.udemy.com/course/scatter_plots/,https://img-c.udemycdn.com/course/240x135/5500762_637e.jpg,김지형 M.D.,23000,초급자,데이터 과학,0.0,데이터 시각화,2023/08,1:01,"데이터의 종류에 어울리는 그래프를 선택하기, 의약학,바이오 분야 그래프 중 가장 흔히 사용되는 것을 잘 만들기, 기본적인 산점도를 이해하고 쉽게 만들기, 산점도의 다양한 변형과 발전된 형태를 활용하기, 수준 높은 그래프를 만든 뒤에 논문에 제출하기 좋도록 편집하기"
udemy,"의약학,바이오 분야 논문그래프 시리즈-2 :  시간 경과에 따른 변화의 그래프","시간에 따른 변화를 연결된 오차막대, 연결된 boxplot이나 violin plot으로 표현해 보세요.  논문과 발표가 훨씬 좋아집니다.",https://www.udemy.com/course/repeated_means/,https://img-c.udemycdn.com/course/240x135/5495466_330f_2.jpg,김지형 M.D.,23000,초급자,데이터 과학,4.5,데이터 시각화,2023/08,0:36,"데이터의 종류에 어울리는 그래프를 선택하기, 의약학,바이오 분야 그래프 중 가장 흔히 사용되는 것을 잘 만들기, 오차막대가 있는 선차트, 막대차트를 시간 순서에 따라 배치하기, boxplot, violin plot을 시간 순서에 따라 배치하기, 수준 높은 그래프를 만든 뒤에 논문에 제출하기 좋도록 편집하기"
udemy,1시간 만에 마스터 하는 C언어 기초,입문자를 위한 C 언어 기초 1시간 컷!,https://www.udemy.com/course/1-c-ixan/,https://img-c.udemycdn.com/course/240x135/5436702_63c8_2.jpg,웅진씽크빅 IT,23000,초급자,프로그래밍 언어,4.4,C,2023/07,0:53,"C언어 코딩을 위한 개발 환경, visual studio 2019 설치 방법 및 환경 설정, C언어 프로그램 기본 구조, 코딩과 빌드 과정 설명"
udemy,1시간 만에 배우는 파이썬(Python) 통합개발 툴(IDLE),입문자를 위한 파이썬(Python) 기초 1시간 컷!,https://www.udemy.com/course/1-python-idle/,https://img-c.udemycdn.com/course/240x135/5436686_202e_2.jpg,웅진씽크빅 IT,23000,초급자,프로그래밍 언어,4.0,Python,2023/07,0:48,"파이썬 통합개발툴(IDLE) 설치 및 실행 방법, 파이썬 기본 프로그램 작성, 파이썬 기본 구조 익히기, 모듈 사용법"
udemy,HTML & CSS 기초부터 홈페이지 제작하기,HTML 기초 문법부터 CSS 까지 2시간 만에 홈페이지 제작하기,https://www.udemy.com/course/html-css-b/,https://img-c.udemycdn.com/course/240x135/5436640_9ffa_2.jpg,웅진씽크빅 IT,26000,초급자,프로그래밍 언어,0.0,HTML,2023/07,2:00,"html 언어의 기본 개념, html 코딩을 위한 에디터 설명, html 코드블럭 구조 설명, html 기본태그설명하고 관련 웹문서 작성, 하이퍼링크 태그-이용하여 두 웹 문서 링크 연결하기, 작업 이미지 삽입 태그 태그 설명하고 웹 페이지에 이미지 삽입작업, 웹 문서를 작성하고 각 선택자별로 css 적용하는 방법, 학습 배경에 이미지, color지정하는 방법, background-image, background-color 테두리 상자 삽입과 관련 속성 학습, border 글꼴 디자인, font 여백지정 - margin, padding"
udemy,자바(Java) 1시간 만에 입문하기,입문자를 위한 자바 기초 1시간 컷!,https://www.udemy.com/course/java-1-n/,https://img-c.udemycdn.com/course/240x135/5436722_93be_2.jpg,웅진씽크빅 IT,23000,초급자,프로그래밍 언어,4.7,Java,2023/07,0:44,"자바 프로그램 개발하기 위한 환경 셋팅 방법 배우기, jdk 및 이클립스 설치 및 셋팅하기, 프로그램 작동 원리 및 실행 방법 배우기, 셋팅된 환경에 코딩과 컴파일 실행하는 결과까지 살펴보기"
udemy,C++ 1시간에 기본 개념 마스터하기,입문자를 위한 C++ 기초 1시간 컷!,https://www.udemy.com/course/c-1-zhkk/,https://img-c.udemycdn.com/course/240x135/5436708_8a4f_2.jpg,웅진씽크빅 IT,23000,초급자,프로그래밍 언어,3.3,C++,2023/07,0:45,"c++ 프로그램 기본 구조 개념, c++ 기본 입출력작업, 변수초기화, 상수 선언방법 설명"
udemy,주니어를 위한 스크래치(Scratch) 1시간에 마스터하기,스크래치(Scratch)를 통해 아주 쉽게 코딩의 세계에 입문해봅시다!,https://www.udemy.com/course/scratch-1/,https://img-c.udemycdn.com/course/240x135/5436752_91e1_2.jpg,웅진씽크빅 IT,23000,초급자,프로그래밍 언어,4.9,Scratch 프로그래밍,2023/07,0:48,"스크래치 데스크톱 프로그램 설치, 화면 구조 및 구성 알아보기, 스크래치 프로그램 작성 방법 배우기, 블록을 이용하여 코딩하기"
udemy,기초 개념부터 배우는 파이썬(Python) 특강,[강의교안 제공] 입문자를 위한 기초 개념부터 주요 문법까지 쉽게 배우는 파이썬(Python)!,https://www.udemy.com/course/python-gc/,https://img-c.udemycdn.com/course/240x135/5410026_d222_2.jpg,웅진씽크빅 IT,59000,초급자,프로그래밍 언어,4.6,Python,2023/06,2:40,"파이썬 언어 입문 & 셋팅, 데이터 타입과 변수, 연산자, 기본 함수, 조건문, 명령문, 루프 작성&작동 방법"
udemy,기초 개념부터 배우는 C언어 특강,[강의교안 제공] 완전 입문자를 위한 기초 개념부터 쉽게 배우는 C 언어,https://www.udemy.com/course/c-czstpz/,https://img-c.udemycdn.com/course/240x135/5410062_a5e7_2.jpg,웅진씽크빅 IT,23000,초급자,프로그래밍 언어,5.0,C,2023/06,2:38,"OT & 기본 셋팅, hello world! 프로그램 만들기, 자료형과 변수, 문자형과 문자열, 함수, 연산자"
udemy,R Programming - 데이터분석과 머신러닝 기초,"[강의교안&소스파일 제공] 머신러닝 기초! 실습하며 배우는 데이터분류-분석, 텍스트마이닝",https://www.udemy.com/course/r-programming-y/,https://img-c.udemycdn.com/course/240x135/5412120_1300_2.jpg,웅진씽크빅 IT,23000,초급자,데이터 과학,4.0,R,2023/06,9:56,"OT & 머신러닝 개요, 데이터 분류, 데이터 분포 분석과 시각화, 빈도분석 실습작업, 지역별 교통사고사상자 분석 코딩 및 시각화, dyplr 패키지, 함수, 데이터 수집과 전처리, 텍스트마이닝(tm, KoNLP 패키지), 연관성 규칙"
udemy,【한글자막】 ChatGPT 와 파이썬을 활용한 데이터 사이언스 및 데이터 분석,"AI 를 활용하여 데이터 사이언스 프로젝트 수행, 데이터 분석, 데이터 시각화, 리포팅까지 빠르게 처리하자!",https://www.udemy.com/course/chatgpt-for-data-science-and-data-analysis-in-python-korean/,https://img-c.udemycdn.com/course/240x135/5456102_1447_3.jpg,"Tony Simonovsky, Ligency Team, 웅진씽크빅 글로벌",69000,모든 수준,데이터 과학,4.6,ChatGPT,2023/08,4:03,"ChatGPT 프롬프트를 효율적으로 설계해 단계를 덜 거치고 원하는 결과를 얻는 법을 배웁니다., ChatGPT 와 그 외 생성형 AI 툴을 활용해 데이터 사이언스 프로젝트를 시작하는 법을 배워 시작 시간을 최대 90%까지 줄입니다., ChatGPT 와 생성형 AI 기술을 활용해 데이터 사이언스프로젝트 수행하는 법을 익혀 프로젝트 실행 시간을 절반까지 줄입니다., 파이썬, Tableau, PowerBI 에서 멋진 데이터 시각화 자료와 보고를 순식간에 작성합니다., 프롬프트 엔지니어링 의 기본 원칙 및 데이터 사이언스 분야에서의 중요성을 이해하고 설명할 수 있습니다., Google Colab 을 활용해 파이썬 프로그래밍과 데이터 분석을 효율적으로 수행하는 법을 배웁니다., ChatGPT 를 활용해 분석 데이터를 준비하고 정제하는 법을 익혀 데이터 전처리 단계를 간소화합니다., ChatGPT 를 효율적으로 활용해 범주형 데이터를 수치형으로 변환할 수 있습니다., ChatGPT 를 활용해 기술적 데이터 분석을 수행하는 법을 배우고, 정보에 입각한 의사 결정 결과를 해석합니다., ChatGPT 를 활용해 특성 엔지니어링 기법을 구현하는 법을 익힙니다., ChatGPT 를 활용해 탐색적 데이터 분석을 수행하는 법을 배워 데이터에 숨은 패턴과 인사이트를 발견합니다., ChatGPT 로 질적 데이터를 분석하는 법을 익혀 비수치형 데이터에서 가치 있는 해석을 도출합니다., 데이터 분석 결과를 바탕으로 ChatGPT 를 활용해 명료하고 종합적인 보고를 작성할 수 있습니다."
udemy,퀀트 투자를 위한 주식 자동매매 봇 만들기 Part 1,이베스트투자증권 xingAPI를 이용해서 주식 자동매매 봇 만들기,https://www.udemy.com/course/stock-trading-bot-part-1/,https://img-c.udemycdn.com/course/240x135/5465686_66a0.jpg,AISchool 에이아이스쿨,99000,중급자,데이터 과학,5.0,알고리즘 트레이딩,2023/08,3:43,"이베스트투자증권 xing API를 이용해서 주식 자동매매 봇을 만드는 법, xing API의 다양한 TR, REAL 사용법, 래리 윌리엄스의 변동성 돌파 전략, 텔레그램 봇을 통한 알림 구현 방법"
udemy,"[실전 웹사이트제작(초,중급)]따라하면서 쉽게 배우는 인터렉티브웹_와이스튜디오반응형웹",Step by Step으로 초보자도 쉽게 따라할 수 있는 실제 인터랙티브 웹 클론코딩 프로젝트,https://www.udemy.com/course/_-ypuydy/,https://img-c.udemycdn.com/course/240x135/5437038_09c8_2.jpg,J. young,23000,초급자,웹 개발,0.0,CSS,2023/11,5:22,"HTML5/CSS3 를 활용한 레이아웃 디자인, 웹폰트 아이콘 적용 하는법( linearicon), 웹폰트 적용하는 법( googlefonts), 다양한 마우스 오버 효과, 개발자도구 활용법, 햄버거 메뉴 버튼 클릭 시  슬라이드 되는  gnbMenu, 스크롤시 상단에 픽스되는 FixHeader영역제작, Top 버튼을 클릭시 상단으로 부드럽게 이동하는 Script, 애니메이션이 적용된 이미지슬라이드 제작 - Slick플러그인 적용법, Media Query를 활용한 반응형 웹제작, 스크롤의 위치에 반응하는 애니메이션 제작-Scrolla플러그인 적용법"
udemy,【한글자막】 랭체인 - LangChain 으로 LLM 기반 애플리케이션 개발하기,실제 LLM 기반의 생성 AI 애플리케이션을 빠르게 개발하면서 랭체인 배우기 (파이썬),https://www.udemy.com/course/langchain-korean/,https://img-c.udemycdn.com/course/240x135/5399658_d5e0_3.jpg,"Eden Marco, 웅진씽크빅 글로벌",79000,중급자,데이터 과학,4.8,LangChain,2023/10,6:06,"랭체인에 능숙해지기, 랭체인 기반 생성 AI 애플리케이션을 처음부터 끝까지 다루기, 프롬프트 엔지니어링 이론 : 생각의 사슬, ReAct, Few Shot 프롬프트, 랭체인이 내부적으로 어떻게 구축되는지 이해하기, 랭체인 오픈 소스 코드베이스 내부를 탐색하는 방법 이해하기, 소프트웨어 엔지니어를 위한 대규모 언어 모델 이론, 랭체인: 수많은 체인, 에이전트, DocumentLoader, TextSplitter, OutputParser, 메모리, 벡터 저장소/벡터 데이터베이스 (Pinecone, FAISS)"
udemy,"[실전 웹사이트제작(초,중급)]따라하면서 쉽게 배우는 인터렉티브웹_대방산업사이트",Step by Step으로 초보자도 쉽게 따라할 수 있는 실제 인터랙티브 웹 클론코딩 프로젝트,https://www.udemy.com/course/_-kkihru/,https://img-c.udemycdn.com/course/240x135/5421690_b19d_5.jpg,J. young,69000,초급자,웹 개발,5.0,CSS,2023/07,4:47,"마우스 오버시 2depth가 보여지는 GNB jQuery, 스크롤시 디자인이 변경되는 FixHeader jQuery, 텍스트 애니메이션 jQuery활용과 응용, 스크롤 이벤트 애니메이션 jQuery 활용과 응용, 애니메이션이 들어간 이미지슬라이드 jQuery활용과 응용"
udemy,"[실전 웹사이트제작(초,중급)]따라하면서 쉽게 배우는 인터렉티브웹_뮤자인반응형웹",html css 레이아웃 코딩,https://www.udemy.com/course/_-qropvl/,https://img-c.udemycdn.com/course/240x135/5418174_2bb5_3.jpg,J. young,59000,초급자,웹 개발,5.0,CSS,2023/07,5:05,"HTML과 CSS를 기반으로 한 레이아웃 제작 실력을 얻을 수 있습니다., 다양한 디바이스에 최적화된 반응형웹 퍼블리싱 (Media query)을 할 수 있게됩니다., 실무에서 필요로 하는 스크립트, 플러그인, 애니메이션 등을 인터렉티브한 웹사이트를 구현할 수 있습니다., 업무 역량을 드러내고 새로운 기회를 잡을 수 있는 고퀄리티 포트폴리오를 만들 수 있습니다., SVG Animation을 제작할 수 있습니다., 스크롤에 반응하는 애니메이션을 구현할 수 있습니다., 화려한 텍스트 애니메이션을 구현할 수 있습니다."
udemy,"""미국 현지 대학 교수에게 파이썬 기초부터  쉽게 배우기""",Python 기초를 통해 다양한 데이터 사이언스 활용법을 알아보고 본격적인 개발을 준비해보기,https://www.udemy.com/course/pythonatoilab/,https://img-c.udemycdn.com/course/240x135/5396982_3f1c_3.jpg,요한 유,23000,초급자,프로그래밍 언어,0.0,Python,2023/06,10:13,"파이썬 기초를 완성하고 중급이상의 실력을 갖추게 합니다., 2023년 6월 20일 ~ 2024년 6월 19일, 90,000원, 파이썬을 쉽고 재밌게 배울 수 있습니다., 파이썬을 통해 데이터 사이언스의 다양한 사례를 연구합니다."
udemy,인공지능 코딩으로 동영상 제작 로봇 만들고 영상 무한으로 찍어내기,"인공지능 GPT기반의 코딩 보조도구 AICodeHelper를 이용하여 NODEJS, DALL-E, GPT, TTS, FFMPEG 기술을 활용하여 코드를 만들어내는 노하우",https://www.udemy.com/course/aicodehelper/,https://img-c.udemycdn.com/course/240x135/5306062_3d31.jpg,Seungtae Kim,139000,모든 수준,소프트웨어 개발 도구,4.3,생성적 AI,2023/09,3:39,"인공지능 코딩 도구를 활용하여 문제를 해결해 나가는 방법을 배웁니다., 인공지능 코딩도구를 통해 AI기반으로 작동하여 동영상을 완전히 자동으로 만들어내는 프로그램을 만드는 방법을 배웁니다, OpenAI의 GPT API, Dall-E, Google Cloud의 TTS와같은 인공지능 기반의 API를 활용하는 코드를 AI코딩도구를 통해 만드는 방법을 배웁니다, VSCode의 익스텐션인 AICodeHelper의 사용방법을 배웁니다."
udemy,쉽게 배우는 자바 프로그래밍 입문자 과정 All in one 패키지,"자바와 환경설치, 변수, 연산자 그리고 조건문, 반복문, 객체와 클래스-1, 객체와 클래스-2, 객체와 클래스-3",https://www.udemy.com/course/all-in-one_java/,https://img-c.udemycdn.com/course/240x135/5213260_f558_2.jpg,웅진씽크빅 비즈니스,23000,모든 수준,프로그래밍 언어,0.0,Java,2023/03,32:42,"자바와 환경설치, 변수, 연산자를 이해하고 직접 실습해 볼 수 있다., 조건문, 반복문, 객체와 클래스를 이해하고 직접 실습해 볼 수 있다., 객체와 클래스 부분을 이해하고 직접 실습해 볼 수 있다., 변수의 개념, 선언, 값 저장, 사용을 이해할 수 있다."
udemy,ChatGPT 고급 활용법 - 남들보다 100배 더 잘 쓰는 프롬프트 엔지니어링 비법 클래스,"비 IT 전공자도 쉽게 배울 수 있는 프롬프트 엔지니어링! Instruction, Context, Fine-Tuning, Zeroshot/Fewshot learning, 하이퍼 파라미터 미세 조정까지!",https://www.udemy.com/course/maso-ds-gpt-onc78/,https://img-c.udemycdn.com/course/240x135/5359314_111a_4.jpg,마소캠퍼스 머니매그넷,119000,초급자,데이터 과학,4.4,ChatGPT,2023/05,12:35,"ChatGPT를 비롯한 생성 AI, 언어 모델 및 파라미터 등 필수 개념, ChatGPT의 잠재력을 극대화하고 콘텐츠 생성 및 커뮤니케이션을 더욱 효율적이고 효과적으로 만드는 방법, 원하는 비즈니스 환경에서 chatGPT를 호출하여 편리하게, 효과적으로 작업하는 역량, ChatGPT의 힘을 효과적으로 사용하기 위한 중요한 기술인 프롬프트 엔지니어링"
udemy,【한글자막】 OpenAI API 마스터하기: GPT-4의 무한한 창의성 끌어내기,"본 강의는 GPT-4 로 녹화한 강의입니다! ChatGPT API, Whisper, 임베딩, DALL-E 에 대해 배우면서 수많은 프로젝트를 함께 수행해봐요!",https://www.udemy.com/course/mastering-openai-korean/,https://img-c.udemycdn.com/course/240x135/5291362_f3b3_2.jpg,"Colt Steele, 웅진씽크빅 글로벌",69000,모든 수준,소프트웨어 엔지니어링,4.5,OpenAI API,2023/05,13:03,"OpenAI의 GPT-4 및 텍스트 완성 기능 익히기, 모델 성능을 미세하게 조정하기 위한 GPT 매개변수 이해, GPT-4를 사용하여 모든 언어의 코드 작성, 분석, 디버깅, 일관성과 명확성을 위해 GPT 출력 구조화 및 개선, 특정 사용 사례와 독특한 요건을 해결하기 위해 GPT-4 사용자 지정, DALL-E 2를 이용한 이미지 생성 및 편집, 텍스트를 검색, 분류하고 이해하는 데 텍스트 임베딩 활용, 임베딩 기반 추천 알고리즘 구축, Whisper를 사용해 오디오 파일 번역 및 전사"
udemy,겁나 쉬운 지도 데이터 시각화,코딩 한줄 없이 지도에 자신의 데이터를 표현하는 편리한 여러 가지 방법,https://www.udemy.com/course/ezmapdata/,https://img-c.udemycdn.com/course/240x135/5320164_ec2d.jpg,김지형 M.D.,23000,초급자,데이터 과학,4.9,데이터 시각화,2023/05,1:34,"지도에 데이터를 표현하려는 연구자, 학생, 기업인 모두, 지역 기반 데이터의 경향을 파악하려는 사람, 지역 기반 데이터의 경향을 지도로 표현하여 발표하려는 분, 파이썬, R 등 다루지 못하는 분"
