provider,title,description,url,thumbnailUrl,author,price,level,category,score,skills,lectureUpdatedAt,duration,details
udemy,데이터와 SQL 입문반(Learning Data & SQL for Beginners),MySQL Workbench 8.0 프로그램 설치 및 기초예제 활용 실습반,https://www.udemy.com/course/learning-data-sql-for-beginners/,https://img-c.udemycdn.com/course/240x135/5051276_715b_3.jpg,채유나 Yuna,59000,초급자,데이터 과학,4.6,MySQL,2023/03,3:40,"MySQL 기본 문법 Keyword, Syntax를 빠르게 1회독 할 수 있습니다., MySQL Workbench 필수 기능을 배울 수 있습니다., 초급 데이터 엔지니어링 능력을 획득하고 향후 심화 분석과정에 필요한 기초 실력을 다질 수 있습니다., Database에 접속하여 필요한 데이터를 추출하고 실전 활용에 가능한 준비를 할 수 있습니다., 프로그래밍에 입문하여 어떻게 기술 개발을 할 수 있을지 이해할 수 있습니다., 컴퓨터와 소통하기 위해 영어로 명령하고 정보를 얻는 것에 익숙해집니다."
udemy,파이썬으로 배우는 실무 데이터 분석,"파이썬 기본 문법, 자료 구조, Pandas, Scikit-learn, 머신러닝, 데이터 분석 기초 학습",https://www.udemy.com/course/data-analysis-suminw/,https://img-c.udemycdn.com/course/240x135/5032988_218f_3.jpg,SUMIN WOO,69000,초급자,데이터 과학,4.1,데이터 분석,2023/04,5:01,"파이썬 문법을 이해하고 프로그래밍을 시작할 수 있습니다., 기본적인 데이터 분석 방법을 활용해 실무에서 분석하는 법을 배우게 됩니다., 데이터 분석 뿐만 아니라 머신러닝을 시작할 수 있습니다., 오픈소스나 캐글의 코드를 보고 이해하며 나에게 맞는 데이터를 적용할 수 있습니다."
udemy,【한글자막】 한 번에 끝내는 Rust (중급) : 실무자들을 위한 실습 강의,실무자를 위한 Rust 실습 강의 : 다양한 프로젝트 시나리오 실습으로 개발자의 경력을 한 단계 업그레이드 하세요!,https://www.udemy.com/course/rust-intermediate/,https://img-c.udemycdn.com/course/240x135/4990988_600a_2.jpg,"Nathan Stocks, 웅진씽크빅 글로벌",69000,중급자,프로그래밍 언어,4.7,Rust,2022/12,4:17,"관용적이고 테스트하기 좋은, 문서화 된 Rust 코드를 작성하는 법, 스레드, 채널, 클로저, 반복자, 코드 문서, 표준 라이브러리 특성 정보, 오류 처리, 테스트, 벤치마크, 로깅, 속성, 터보피시 등!, 기초 내용을 뛰어넘는 Rust 중급 개념, Rust를 사용하여 비디오 게임 프로토타입을 만드는 법"
udemy,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - 딥러닝 모델 입문",딥러닝(Deep Learning)의 개념을 완벽히 정리하여 실제로 활용해보는 입문 과정! 텐서플로(Tensorflow)와 케라스(Keras)를 활용하여 실제로 파이썬 환경에서 딥러닝 모델을 구현까지!,https://www.udemy.com/course/maso-ds-python-onc73/,https://img-c.udemycdn.com/course/240x135/5035740_00d3.jpg,마소캠퍼스 머니매그넷,69000,초급자,데이터 과학,4.9,Python,2022/12,3:39,"딥러닝의 학습 원리인 순전파와 역전파에 대한 이해, 딥러닝 개념과 퍼셉트론 개념 이해, 이해 기반의 딥러닝 활용 실습으로 실제 활용 능력 확보, 파이썬 가상 환경과 Keras 활용 능력"
udemy,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - 기초 수학과 모델링 원리","딥러닝(Deep Learning)을 본격적으로 활용하기 위한 머신 러닝(Machine Learning) 개념, 인공지능의 학습 원리, 모델 구현을 위한 수학적 원리와 파이썬(Python) 모델링 알기!",https://www.udemy.com/course/maso-ds-python-onc72/,https://img-c.udemycdn.com/course/240x135/5035668_b9e0.jpg,마소캠퍼스 머니매그넷,69000,초급자,데이터 과학,4.8,Python,2022/12,2:58,"인공 지능, 머신 러닝, 딥러닝의 개념 파악, 딥러닝 알고리즘의 기초 수학적 이해, 딥러닝의 학습 원리 및 오차 수정 방식 이해, 파이썬 가상 환경 구축과 텐서플로우 CPU 활용 능력"
udemy,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - DNN, CNN, RNN 모델 실무","이제부터가 진짜 딥러닝이다! 심층신경망(DNN), 합성곱신경망(CNN), 순환신경망(RNN)을 활용해 실제 딥러닝 활용 역량을 길러보자.",https://www.udemy.com/course/maso-ds-python-onc74/,https://img-c.udemycdn.com/course/240x135/5035800_a10d.jpg,마소캠퍼스 머니매그넷,88000,중급자,데이터 과학,4.6,Python,2022/12,4:32,"딥러닝 개발 과정 프로세스의 이해, DNN, CNN, RNN의 구성 요소와 모델링 원리 이해, Tensorflow Keras의 다양한 Framework에 대한 이해, 다양한 딥러닝 실습을 통한 딥러닝 알고리즘 활용 능력"
udemy,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - Flask 웹 서빙 CNN 프로젝트","딥러닝(Deep Learning)으로 하는 실무 완벽 재현! CNN(합성곱신경망)과 플라스크(Flask), Ngrok까지 활용하는 파이썬(Python) 실전 프로젝트로 딥러닝 전문가로 레벨업하는 과정.",https://www.udemy.com/course/maso-ds-python-onc75/,https://img-c.udemycdn.com/course/240x135/5035848_5727.jpg,마소캠퍼스 머니매그넷,109000,중급자,데이터 과학,4.8,Python,2022/12,2:36,"딥러닝 개발 과정 프로세스의 이해, CNN 구성 요소와 모델의 원리 이해, CNN 모델의 성능을 높여주는 OpenCV 이해, CNN 모델 실습을 통한 딥러닝 활용 능력"
udemy,"Spring Boot를 활용한 웹 개발 입문, Spring Boot for Web Development 1","입문자를 위한 Spring Boot 웹 개발 코스, 기초부터 실무까지!, Spring Boot",https://www.udemy.com/course/codepressospringboot2/,https://img-c.udemycdn.com/course/240x135/4932924_c9cf_2.jpg,Codepresso 코드프레소,88000,초급자,웹 개발,4.9,Spring Boot,2023/04,6:19,"Spring Boot 와 MyBatis 를 활용한 웹 애플리케이션 개발, Spring Framework 소개, Web 의 기초 개념, HTML 과 CSS 의 기초 활용, Spring Boot 컨트롤러와 REST API, Spring Bean 의 개념과 의존성 주입, TodoList 서비스 구현 프로젝트"
udemy,"Spring Boot를 활용한 웹 개발 초급, Spring Boot for Web Development 2","Spring Boot 와 MyBatis 를 활용한 웹 애플리케이션 개발, Spring Boot",https://www.udemy.com/course/codepressospringboot1/,https://img-c.udemycdn.com/course/240x135/4932958_f13f_4.jpg,Codepresso 코드프레소,79000,초급자,웹 개발,4.6,Spring Boot,2023/04,2:46,"Spring Boot 와 MyBatis 를 활용한 웹 애플리케이션 개발, MyBatis 기초 개념 및 활용, RDBMS 를 활용한 웹 애플리케이션 개발, View 개발을 위한 템플릿 엔진의 활용, Spring Validation 을 활용한 데이터 검증, 쿠키와 세션의 이해"
udemy,취업 준비생을 위한 JavaScript & jQuery,"[2023 취업대비] 디자인, 퍼블리싱 직군 취업 준비생을 위해 프로그래밍 이론과 실무 예제 실습을 함께 담았습니다.",https://www.udemy.com/course/jquery-javascript/,https://img-c.udemycdn.com/course/240x135/5022314_323a.jpg,황선수닷컴 Hwang Sunsoo,69000,초급자,프로그래밍 언어,4.7,JavaScript,2022/12,8:33,"프로그래밍 기초 이해, Javascript, jQuery를 이용한 UI 구현, 마우스 클릭(터치), 키보드 입력, 스크롤 이벤트 활용, 스와이퍼, 필터, 차트 등 플러그인 적용"
udemy,조코딩의 코딩 기초와 웹 프로그래밍,"55만 구독자, 1억 조회수가 증명하는 명불허전 웹 풀스택 강의",https://www.udemy.com/course/jocoding/,https://img-c.udemycdn.com/course/240x135/5010174_a2c0_3.jpg,조코딩 jocoding,99000,모든 수준,웹 개발,4.9,웹 개발,2023/01,6:31,"코딩 기초에 대해서 배울 수 있습니다., 웹 개발 프론트엔드부터 백엔드까지 풀스텍으로 직접 구현할 수 있습니다., 데이터베이스와 CRUD 기술을 배울 수 있습니다., HTML, CSS, JavaScript, Bootstrap, Tailwindcss, API, Nodejs, Express, SQLite"
udemy,취업 준비생을 위한 AJAX & JSON,"[2023 취업대비] 디자인, 퍼블리싱 직군 취업 준비생을 위해 프로그래밍 이론과 실무 예제 실습을 함께 담았습니다.",https://www.udemy.com/course/json-ajax/,https://img-c.udemycdn.com/course/240x135/5022294_b47a.jpg,황선수닷컴 Hwang Sunsoo,59000,초급자,프로그래밍 언어,4.1,AJAX,2022/12,2:36,"데이터 호출 기본 이해, 호출한 데이터를 접목한 기능 구현, Javascript 반복문과 조건문 이해, 마우스 클릭(터치), 키보드 입력 이벤트 활용"
udemy,TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning,"DQN(Deep-Q-Networks), Double DQN, Duel DQN, PER, Policy Gradient, Proximal Policy Optimization(PPO)",https://www.udemy.com/course/tensorflow-deep-reinforcement-learning/,https://img-c.udemycdn.com/course/240x135/5019520_965d.jpg,AISchool 에이아이스쿨,88000,중급자,데이터 과학,4.9,TensorFlow,2022/12,5:20,"심층 강화학습(Deep Reinforcement Learning)의 기초와 원리, 기본 DQN과 Double Q-Learning, Duel Q-Learning, Prioritized Experience Replay(PER) 최신 논문에서 제안된 심화 DQN 기법, Vanila Policy Gradient(REINFORCE) 기법과 Actor-Critic Method 심화 Policy Gradient 기법(Proximal Policy Optimization[PPO]), TensorFlow를 이용한 최신 심층 강화학습(Deep Reinforcement Learning) 기법 구현 방법"
udemy,【한글자막】 Cloud Computing 소프트웨어 아키텍처 패턴 완성하기,"Cloud Computing, Software Architecture Patterns 및 최신 시스템 설계 원칙을 활용한 대규모 시스템 설계: 소프트웨어 아키텍트 기술 리더가 되세요!",https://www.udemy.com/course/cloud-computing-software-architecture-patterns-korean/,https://img-c.udemycdn.com/course/240x135/4968716_9dfb_3.jpg,"Michael Pogrebinsky | Software Architecture, System Design, Java Expert, 웅진씽크빅 글로벌, Top Developer Academy",88000,모든 수준,소프트웨어 엔지니어링,4.8,클라우드 컴퓨팅,2023/05,4:31,"최신 대규모 소프트웨어 시스템 설계하기, 소프트웨어 아키텍처 패턴을 사용한 까다로운 시스템 설계 문제 해결하기, 전 세계 수백만 명의 사용자에게 서비스를 제공할 수 있게 해 주는 클라우드 컴퓨팅 배우기, 실제 프로덕션 시스템의 디자인, 설계, 배포 및 테스트하기"
udemy,Flutter Redux Essential 코스 (Korean),Flutter state management solution인 Flutter Redux를 활용한 state management의 개념을 배우고 연습하기,https://www.udemy.com/course/flutter-redux-essential-korean/,https://img-c.udemycdn.com/course/240x135/4999474_e8e5_2.jpg,Sangwook Cho,69000,모든 수준,모바일 개발,4.9,Google Flutter,2022/12,10:14,"Redux의 기본 개념, Flutter Redux App 용 핵심 유틸리티들 (StoreBuilder, StoreConnector, StoreProvider), Combining Reducers, Dart Data Class Generator Extension and equatable package, Performance Optimization of Flutter Redux App, Redux Middleware, Persisting Redux State, TODO App (sync, async), Weather App, Firebase Authentication App (Signup, Signin, Signout, Verify Email, Change Password, Forgot Password)"
udemy,처음 배우는 챗봇(ChatBot),"챗봇의 정의, 개념 등 기초 지식을 학습할 수 있으며, 다양한 분야 예제를 통한 챗봇 개발을 실습을 통해 진행할 수 있다.",https://www.udemy.com/course/chatbot_hihrd/,https://img-c.udemycdn.com/course/240x135/4923028_dcce_2.jpg,현대C&R 하이인재원,119000,모든 수준,소프트웨어 엔지니어링,0.0,챗봇,2022/10,5:25,"챗봇의 정의, 개념 등 기초 지식을 학습할 수 있다., 다양한 분야 예제를 통한 챗봇 개발을 실습을 통해 진행할 수 있다., 챗봇의 종류, 웹크롤링, 셀레니움에 대해 이해 할 수 있다., 챗봇 개발에서 사용되는 개념과 용어에 대해 알 수 있다."
udemy,파이썬을 이용한 자동화 스크립트,최근에 사용자 저변이 큰폭으로 확대되고 있는 파이썬(Python)과 이를 이용한 자동화 기법을 습득한다. 파이썬이 가진 장점과 개념을 익히고 강력하고 편리한 기능에 대해 학습하고 실제 업무에 적용해본다.,https://www.udemy.com/course/bskmknxr_hihrd/,https://img-c.udemycdn.com/course/240x135/4923324_3446_2.jpg,현대C&R 하이인재원,129000,모든 수준,프로그래밍 언어,0.0,Python,2022/12,13:28,"최근에 사용자 저변이 큰폭으로 확대되고 있는 파이썬(Python)과 이를 이용한 자동화 기법을 습득한다., 파이썬을 이용한 강력하고 편리한 기능에 대해 학습하고 실제 업무에 적용해본다., 쉘스크립트에 기반한 스크립팅과 파이썬 기반의 스크립팅을 비교해 장단점을 파악한다., 파이썬이 가진 장점과 개념을 익힐 수 있다."
udemy,처음 배우는 머신러닝(Machine Learning),"AI, 머신러닝, 딥러닝 주요 개념과 구조를 이해하여 설명할 수 있으며 머신러닝의 활용 사례 학습을 통해서 현업에 활용할 수 있다.",https://www.udemy.com/course/machine-learning_hihrd/,https://img-c.udemycdn.com/course/240x135/4915012_4867.jpg,현대C&R 하이인재원,109000,모든 수준,데이터 과학,0.0,머신 러닝,2022/12,3:55,"딥러닝 주요 개념과 구조를 이해하여 설명할 수 있다., 머신러닝의 활용 사례 학습을 통해서 현업에 활용할 수 있다., AI 주요 개념과 구조를 이해하여 설명할 수 있다., 머신러닝 주요 개념과 구조를 이해하여 설명할 수 있다."
udemy,전문가에게 배우는 나의 첫 파이썬,파이썬 초∙중급자를 위한 기초 문법 부터 실습예제를 통한 활용까지 상세한 설명,https://www.udemy.com/course/pythonbasics_hihrd/,https://img-c.udemycdn.com/course/240x135/4923362_ab2e_4.jpg,현대C&R 하이인재원,99000,모든 수준,프로그래밍 언어,0.0,Python,2022/11,7:05,"최근에 사용자 저변이 큰 폭으로 확대되고 있는 파이썬(Python)과 이를 이용한 다양한 프로그래밍 기법을 습득한다., 파이썬이 가진 장점과 개념을 익히고 강력하고 편리한 기능에 대해 학습하고 실제 업무에 적용해본다., 함수, 자료구조, 튜플, 딕셔너리, 클래스, 예외처리 등 파이썬 고유의 자료구조를 생활 속의 예제와 연관시켜서 살펴봄으로써 직무 적응성을 극대화한다., 파이썬에 대한 기초부터 자세하게 알 수 있다."
udemy,모던 웹 개발을 위한 JAVA9 프로그래밍,자바의 기초부터 객체지향개념을 넘어 실전활용까지 개념을 완벽히 익힌다. 기존의 경력자들을 위해 자바 최신기능인 람다와 스트림과 그 밖의 자바의 최신 버전의 새로운 기능까지 자세히 학습한다.,https://www.udemy.com/course/java9-ql_hihrd/,https://img-c.udemycdn.com/course/240x135/4923334_817e_2.jpg,현대C&R 하이인재원,119000,모든 수준,모바일 개발,0.0,Java,2022/11,9:49,"자바의 기초부터 객체지향개념을 넘어 실전활용까지 개념을 완벽히 익힌다., 기존의 경력자들을 위해 자바 최신기능인 스트림 학습이 가능하다., 자바의 최신 버전의 새로운 기능까지 자세히 학습한다., 기존의 경력자들을 위해 자바 최신기능인 람다 학습이 가능하다."
udemy,전문가에게 배우는 나의 첫 AWS,클라우드 컴퓨팅에 대한 전반적인 이해와 AWS 클라우드 주요 서비스에 대한 이해.,https://www.udemy.com/course/first-aws_hihrd/,https://img-c.udemycdn.com/course/240x135/4915400_2a74.jpg,현대C&R 하이인재원,119000,모든 수준,데이터베이스 설계 및 개발,5.0,Amazon AWS,2022/12,6:22,"클라우드 컴퓨팅에 대한 전반적인 이해., AWS 클라우드 주요 서비스에 대한 이해., AWS 클라우드 주요 서비스와 사용 사례를 익힘, AWS 클라우드 주요 활용방법을 익힘"
udemy,처음 배우는 Git/GitHub,Git& GitHub에 대한 기본 개념을 이해하고 Git & 4. GitHub 실전 프로젝트 실습을 통해서 활용방법을 익힌다.,https://www.udemy.com/course/gitgithub_hihrd/,https://img-c.udemycdn.com/course/240x135/4917054_efa3.jpg,현대C&R 하이인재원,119000,모든 수준,소프트웨어 개발 도구,4.5,GitHub,2022/10,5:06,"Git& GitHub에 대한 기본 개념을 이해한다., Git 설치와 기본/중급/심화 명령어를 익힌다., GitHub 회원가입 방법과 기본, 중급 기능을 익힌다., GitHub 실전 프로젝트 실습을 통해서 활용방법을 익힌다."
udemy,쉽고 빠르게 배우는 파이썬 GUI  프로그래밍,"최근에 사용자 저변이 큰 폭으로 확대되고 있는 파이썬(Python)과 이를 이용한 다양한 GUI 프로그래밍 기법을 습득 할 수 있다,또한파이썬 GUI 프로그래밍 방법을 익히고 다양한 분야에 활용할 수 있도록 한다.",https://www.udemy.com/course/gui_python_hihrd/,https://img-c.udemycdn.com/course/240x135/4923344_ae1a.jpg,현대C&R 하이인재원,99000,모든 수준,프로그래밍 언어,3.5,Python GUI,2022/11,5:38,"최근에 사용자 저변이 큰 폭으로 확대되고 있는 파이썬(Python)을 통해 기법을 습득 가능하다., 파이썬 GUI 프로그래밍 방법을 익히고 다양한 분야에 활용할 수 있도록 한다., 위젯, 이벤트핸들링, 데이터분석도구  Pandas와 GUI 연동 기법을 습득한다., 파이썬(Python)를 이용한 다양한 GUI 프로그래밍 기법을 습득한다."
udemy,모두를 위한 안드로이드 프로그래밍(기초),Android 기초 익히고 다양한 실습을 통한 활용 방법도 습득 가능하다.,https://www.udemy.com/course/android_programming_hihrd/,https://img-c.udemycdn.com/course/240x135/4923364_3b75_2.jpg,현대C&R 하이인재원,99000,모든 수준,모바일 개발,0.0,Android 개발,2022/11,4:58,"Android에 대한 기본 개념을 이해한다., Android Studio 설치와 Android 화면구성요소를 이해한다., 다양한 실습을 통해서 활용방법을 익힌다., 안드로이드 앱의 기본 구성 요소에 대해 알 수 있다."
udemy,빅데이터 분석 및 검색 시스템 구축을 위한 엘라스틱서치,"데이터 기술은 저장, 정제, 시각화, 분석 등 그 종류가 다양하며, 각 카테고리에서 수십 개의 오픈소스 데이터 기술이 서로 경쟁하고 있다.",https://www.udemy.com/course/bigdata_hihrd/,https://img-c.udemycdn.com/course/240x135/4915008_ac2b.jpg,현대C&R 하이인재원,109000,모든 수준,데이터 과학,4.0,Elasticsearch,2022/11,4:49,"ELK(Elasticsearch+Logstash+Kibana)의 구조를 이해 할 수 있다., ELK의 구축 사례 학습을 통해서 현업에 활용한다., Data Dashboard Workflow 사례, 빅데이터 모니터링 시스템 구축, 머신러닝 기반 ELK 시스템 구축 방법에 대해 알아본다., ELK(Elasticsearch+Logstash+Kibana)의 주요 개념 및 특징을 이해한다."
udemy,IT개발자들을 위한 블록체인 개발 입문(Solidity를 이용한 이더리움 스마트계약 구현),"이더리움과 비트코인의 차이점을 이해하고, 이더리움의 경제체계와 통계학, 문제점을 분석하여 이더리움 성능 개선점을 파악할 수 있다.",https://www.udemy.com/course/ethereum_hihrd/,https://img-c.udemycdn.com/course/240x135/4915016_cad2.jpg,현대C&R 하이인재원,129000,모든 수준,데이터 과학,0.0,블록체인,2022/11,4:42,"이더리움의 경제체계와 통계학, 문제점을 분석하여 이더리움 성능 개선점을 파악할 수 있다., ERC20 스마트 계약을 이용하여 가상화폐를 만들기 위한 준비작업부터 배포까지 일련의 과정을 익힐 수 있다., 이더리움과 비트코인의 차이점을 이해 할 수 있다., 이더리우의 탄생과 배경에 대해 알 수 있다."
udemy,도커(Docker)로 시작하는 가상화&클라우드 컴퓨팅,"가상화와 클라우드 컴퓨팅의 개념과 주요 특징을 이해한다. 컨테이너 기술에 대해 이해한다. 도커 서비스 환경구성 방법(서비스 빌드 및 배포 등)을 익힌다. 도커 볼륨과 데이터관리, 네트워크 구축 방법을 익힌다.",https://www.udemy.com/course/docker_hihrd/,https://img-c.udemycdn.com/course/240x135/4915404_efc3.jpg,현대C&R 하이인재원,109000,모든 수준,소프트웨어 개발 도구,0.0,Docker,2022/11,4:01,"가상화와 클라우드 컴퓨팅의 개념과 주요 특징을 이해한다., 컨테이너 기술에 대해 이해한다., 도커 서비스 환경구성 방법(서비스 빌드 및 배포 등)을 익힌다., 도커 볼륨과 데이터관리, 네트워크 구축 방법을 익힌다., 도커 서비스(컴포즈, 스웜, 쿠버네티스,  제킨스)를 이해한다., 도커의 모니터링, 오케스트레이션 주요 기능과 방법을 이해한다., AWS기반 도커의 구축, 배포 방법을 익힌다."
udemy,파이썬 기초부터 활용까지,"SW개발자,  파이썬 기술습득 희망자",https://www.udemy.com/course/python_hihrd/,https://img-c.udemycdn.com/course/240x135/4923336_bdd8.jpg,현대C&R 하이인재원,129000,모든 수준,데이터 과학,0.0,Python,2022/11,6:35,"최근에 사용자 저변이 큰 폭으로 확대되고 있는 파이썬(Python)과 이를 이용한 다양한 프로그래밍 기법을 습득한다., 파이썬이 가진 장점과 개념을 익히고 강력하고 편리한 기능에 대해 학습하고 실제 업무에 적용해본다., 쉘스크립트에 기반한 스크립팅과 파이썬 기반의 스크립팅을 비교해 장단점을 파악한다., File, Excel, e-Mail 보내기 등 다양한 자동화 기법을 습득한다."
udemy,빅데이터 개발자를 위한 아파치 스파크 프로그래밍,"아파치 스파크 입문자를 위해서 개념, 구조에 대해서 알기 쉽게 설명한다!",https://www.udemy.com/course/apachespark_hihrd/,https://img-c.udemycdn.com/course/240x135/4923354_9a2b.jpg,현대C&R 하이인재원,99000,모든 수준,데이터베이스 설계 및 개발,0.0,Apache Spark,2022/11,4:07,"아파치 스파크의 콤포넌트, 동작 구조를 학습한다., 스파크 머신러닝(Spark Machine Learning) 추천 시스템 실습을 통해서 현업에 활용한다., 스파크 머신러닝(Spark Machine Learning)을 활용한 ELK 데이터 분석, 프로그래밍 모델 등을 학습한다., 설치 및 환경설정 등을 학습한다."
udemy,데브옵스(DevOps)를 위한 쿠버네티스 시작하기,"쿠버네티스의 구조, 주요 개념 및 특징을 설명할 수 있다. 쿠버네티스 운영, 배포 방식을 이해하고 활용할 수 있다.",https://www.udemy.com/course/devops_hihrd/,https://img-c.udemycdn.com/course/240x135/4915396_596c.jpg,현대C&R 하이인재원,99000,모든 수준,소프트웨어 엔지니어링,0.0,DevOps,2022/11,4:07,"쿠버네티스의 구조, 주요 개념 및 특징을 설명할 수 있다., 쿠버네티스 운영, 배포 방식을 이해하고 활용할 수 있다., 쿠버네티스 모니터링 시스템의 구조, 계정 인증, 네트워크 정책, 오케스트레이션 서비스를 이해하고 구축방법을 설명할 수 있다., 쿠버네티스와 데브옵스에 대해 알 수 있다."
udemy,스프링부트 2.0(스프링 5.0)으로 작성하는 RESTful API 서비스,"SW개발자,  관리자,  스프링 기술습득 희망자",https://www.udemy.com/course/restful-api_hihrd/,https://img-c.udemycdn.com/course/240x135/4923342_4cda.jpg,현대C&R 하이인재원,109000,모든 수준,웹 개발,4.7,Spring Boot,2022/11,5:10,"최신 스프링부트 2.0의 어노테이션 사용법을 익힌다., Google, Amazon, Flickr, Tweeter와 같은 Open Source 업체 및 공공기관의 연동에 필요한 REST API의 개발 방법을 학습한다., REST API를 통한 데이터 연동간 보안 인증 방법을 학습한다., REST API를 통한 예외 처리 기법을 학습한다."
udemy,실습과 함께하는! 데이터베이스 MySQL편,이것이 MySQL이다! MySQL 설치부터 SQL Advanced까지! DBMS와 MySQL에 대한 대한 집합교육 강의 및 교재는 활발하나 온라인 콘텐츠는 미비한 상태이다.,https://www.udemy.com/course/mysql-ov_hihrd/,https://img-c.udemycdn.com/course/240x135/4913534_070b.jpg,현대C&R 하이인재원,99000,모든 수준,데이터베이스 설계 및 개발,4.7,MySQL,2022/11,9:47,"DBMS와 RDBMS의 기본 개념을 이해 할 수 있다., 윈도우용 MySQL를 설치하고, CLI(콘솔)실행 & 워크벤치 실행한다., SQL, CRUD 개념을 이해하고, 실습을 통해 CRUD에 대한 SQL 사용 방법을  습득한다., DBMS와 RDBMS의 사용법을 이해 할 수 있다."
udemy,사례로 알아보는 AI Transformation 기술,"인공지능, 머신러닝, 딥러닝이 무엇인지, 관련 용어들을 설명할 수 있으며 AI 기술별 기업 리뷰를 통해 AI 기술을 활용한 비즈니스 모델들을 설계도 해 볼 수 있다.",https://www.udemy.com/course/ai-transformation_hihrd/,https://img-c.udemycdn.com/course/240x135/4913540_3691.jpg,현대C&R 하이인재원,109000,모든 수준,데이터 과학,0.0,인공 지능,2022/11,4:20,"인공지능, 머신러닝, 딥러닝이 무엇인지, 관련 용어들을 설명할 수 있다., AI 기술별 기업 리뷰를 통해 AI 기술을 활용한 비즈니스 모델들을 설계해 볼 수 있다., AI 학습법과 텐서플로(Tensorflow)에 대해 이해할 수 있다., 관련 전문 용어들을 설명할 수 있다."
udemy,"메타버스 시대의 현재, 아트엑스에서 미래를 찾다",메타버스의 정의부터 메타버스 크리에이터의 세계까지 메타버스로 가는길,https://www.udemy.com/course/metaverse_special_lecture/,https://img-c.udemycdn.com/course/240x135/4991528_b434.jpg,ARTX CAMPUS,23000,초급자,게임 개발,4.4,메타버스,2022/11,2:58,"메타버스의 개념과 미래전략, 메타버스 시대의 진로설계, 로블록스 크리에이터가 되기 위한 방법과 로블록스 스튜디오 활용법, 메타버스 크리에이터가 되기 위한 방법과 메타버스 크리에이터의 세계"
udemy,로블록스 나만의 집 꾸미기,로블록스 기묘한 크리에이터와 함께하는 다양한 아이템 제작 강의,https://www.udemy.com/course/roblox_makingitems/,https://img-c.udemycdn.com/course/240x135/4991452_0bd6.jpg,ARTX CAMPUS,23000,초급자,게임 개발,0.0,ROBLOX 게임 개발,2022/11,1:06,"로블록스 건축 기초와 로블록스 스튜디오 사용법에 대해 알아봅니다., 간단한 입체 모델링을 배워봅니다., 로블록스에서  다양한 소품들을 만들어 봅니다., 다양한 아이템 제작 방법을 알아봅니다."
udemy,워드프레스 기초부터 쇼핑몰까지,워드프레스 기초부터 쇼핑몰까지 한번에 배울 수 있는 기회,https://www.udemy.com/course/xtcrjugq/,https://img-c.udemycdn.com/course/240x135/3130476_5a6c_3.jpg,명준 김,39000,초급자,노코드 개발,4.3,WordPress,2023/06,4:17,"우커머스에 대한 인사이트, 워드프레스 기반의 쇼핑몰 구축 방법, 상품과 결제 연동 방법, 쇼핑몰의 디자인 방법"
udemy,처음 배우는 자연어 처리,"자연어 처리 초급자를 위한 기초 지식과 주요 개념 설명 - 자연어 처리 입문자들을 위해서 자연어 처리의 정의 및 기초지식, 언어 모델링 등을 자세한 설명과 실습을 통해서 이해하기 쉽게 설명!",https://www.udemy.com/course/nlp_hihrd/,https://img-c.udemycdn.com/course/240x135/4923310_6bf2.jpg,현대C&R 하이인재원,99000,초급자,모바일 개발,4.9,자연어 처리,2022/12,7:08,"자연어 처리가 무엇인지 현업에서의 정의를 알 수 있다., 자연어 처리의 기본 개념에 기반한 기초 지식을 학습할 수 있다., 자연어 처리가 필요한 사업을 리딩하기 전 관련 개념을 익힐 수 있다., 자연어 처리 주요 기능에 대한 이론을 이해하고 실습을 할 수 있다."
udemy,파이썬(판다스)으로 배우는 데이터 분석 입문,파이썬(Python)은 데이터분석 업무 수행에 필요한 다양한 라이브러리를 제공하고 있어서 데이터분석 입문자들에게는 매우 쉽고 간결하면서 활용성이 매우 높은 언어이다.,https://www.udemy.com/course/pandas_dataanalyst_hihrd/,https://img-c.udemycdn.com/course/240x135/4923356_0c8b_2.jpg,현대C&R 하이인재원,109000,초급자,소프트웨어 테스팅,0.0,판다,2022/11,5:55,"빅데이터분석 업무를 위한 파이썬을 설치하고 기본 문법을 습득한다., 파이썬 기능 활용법을 배우고 기능의 현업 활용 예시를 파악한다., 다양한 라이브러리를 활용하여 다양한 예제 실습을 통해서 데이터분석 기법을 습득한다., 협업에서 필요한 데이터 분석을 쉽고 빠르게 할 수 있는 예제 활동을 통해 학습한다."
